;index;Кредит (актив);Вклад (пассив);Дата погашения;Срок погашения, дней;Ставка, %;[ОТВЕТ] Номер группы;Пример группировки (для первых 20 сделок)
440;81;0.0;53000000.0;01.05.2018;40;1.7734;6;
441;1588;106100000.0;0.0;01.05.2018;40;1.7734;6;
442;1019;12000000.0;0.0;01.05.2018;40;1.7734;6;
443;1839;0.0;11000000.0;01.05.2018;40;1.7734;6;
444;616;0.0;2600000.0;01.05.2018;40;1.7734;6;
445;1477;50000000.0;0.0;02.05.2018;41;1.7734;6;
446;1672;0.0;11100000.0;01.05.2018;40;1.7734;6;
447;442;5100000.0;0.0;01.05.2018;40;1.7734;6;
448;440;10300000.0;0.0;01.05.2018;40;1.7734;6;
449;1089;0.0;10600000.0;01.05.2018;40;1.7734;6;
450;2005;106900000.0;0.0;01.05.2018;40;1.7734;6;
451;757;2100000.0;0.0;01.05.2018;40;1.7734;6;
452;1523;0.0;13100000.0;01.05.2018;40;1.7734;6;
453;1524;0.0;15900000.0;01.05.2018;40;1.7734;6;
454;678;10300000.0;0.0;01.05.2018;40;1.7734;6;
455;679;10300000.0;0.0;01.05.2018;40;1.7734;6;
456;677;0.0;102800000.0;01.05.2018;40;1.7734;6;
457;334;0.0;155100000.0;01.05.2018;40;1.7734;6;
458;1088;53100000.0;0.0;01.05.2018;40;1.7734;6;
459;195;56300000.0;0.0;01.05.2018;40;1.7734;6;
460;196;0.0;38400000.0;01.05.2018;40;1.7734;6;
461;78;23400000.0;0.0;01.05.2018;40;1.7734;6;
462;1092;0.0;90000000.0;01.05.2018;40;1.7734;6;
463;335;34600000.0;0.0;01.05.2018;40;1.7734;6;
464;1525;23400000.0;0.0;01.05.2018;40;1.7734;6;
465;1526;29600000.0;0.0;01.05.2018;40;1.7734;6;
466;1090;0.0;10600000.0;01.05.2018;40;1.7734;6;
